<table width="95%"  border="0" align="center" cellpadding="0" cellspacing="0">
  <tr>
    <td width="16" align="left" valign="top" class="head-tl"><img src="/~umweb/images/analog/headcap_tl.gif" width="16" height="13"></td>
    <td rowspan="3" align="right" valign="middle" class="head-icon"><img src="/~umweb/images/analog/log_icon.gif" width="93" height="68"></td>
    <td rowspan="2" align="center" valign="bottom" class="head-title"><img src="/~umweb/images/analog/logtitle.gif" width="420" height="49"></td>
    <td width="16" align="right" valign="top" class="head-tl"><img src="/~umweb/images/analog/headcap_tr.gif" width="16" height="13"></td>
  </tr>
  <tr>
    <td width="16" rowspan="2" align="left" valign="bottom" class="head-br"><img src="/~umweb/images/analog/headcap_bl.gif" width="16" height="13" align="absbottom"></td>
    <td width="16" rowspan="2" align="right" valign="bottom" class="head-br"><img src="/~umweb/images/analog/headcap_br.gif" width="16" height="13" align="absbottom"></td>
  </tr>
  <tr>
    <td align="center" valign="middle" class="head-text">
    Web Server Statistics for <a href="http://www-personal.umich.edu/~hnarayan/">"Harish Narayanan (hnarayan) - February 2006"</a><br>
    Report generated by <a href="http://www.analog.cx/">Analog 6.0</a> and <a href="http://www.reportmagic.org/">Report Magic 2.21</a></a>
    </td>
  </tr>
</table>

x	VE	analog 6.0
x	HN	Harish Narayanan (hnarayan) - February 2006
x	HU	http://www-personal.umich.edu/~hnarayan/
x	PS	2006	04	27	10	34
x	FR	2006	02	01	00	22
x	LR	2006	02	28	23	57
x	SR	15624
x	PR	8960
x	FL	204
x	RR	1040
x	NF	4285
x	NH	2045
x	CL	1495
x	UL	33946430
x	BT	669963550
W	RBbr	5433	120267351	17.951	34.773	2006	01	29
W	RBbr	2744	150548636	22.471	17.563	2006	02	05
W	RBbr	3037	176990706	26.418	19.438	2006	02	12
W	RBbr	3271	168935026	25.216	20.936	2006	02	19
W	RBbr	1139	53221831	7.944	7.290	2006	02	26
W	*BT	P	4632	2006	01	29
d	RBbr	1610	93846532	14.008	10.305	Sun
d	RBbr	1872	83647459	12.485	11.982	Mon
d	RBbr	2081	123202718	18.389	13.319	Tue
d	RBbr	1417	89732809	13.394	9.069	Wed
d	RBbr	1737	85675355	12.788	11.118	Thu
d	RBbr	3985	116964347	17.458	25.506	Fri
d	RBbr	2922	76894330	11.477	18.702	Sat
D	RBbr	243	14764721	2.204	1.555	2006	02	01
D	RBbr	461	21204847	3.165	2.951	2006	02	02
D	RBbr	2769	49407769	7.375	17.723	2006	02	03
D	RBbr	1960	34890014	5.208	12.545	2006	02	04
D	RBbr	281	19495012	2.910	1.799	2006	02	05
D	RBbr	401	20824582	3.108	2.567	2006	02	06
D	RBbr	614	30727170	4.586	3.930	2006	02	07
D	RBbr	424	22873975	3.414	2.714	2006	02	08
D	RBbr	424	22083783	3.296	2.714	2006	02	09
D	RBbr	364	20258735	3.024	2.330	2006	02	10
D	RBbr	236	14285379	2.132	1.510	2006	02	11
D	RBbr	551	30966374	4.622	3.527	2006	02	12
D	RBbr	650	29605150	4.419	4.160	2006	02	13
D	RBbr	301	28552189	4.262	1.927	2006	02	14
D	RBbr	304	16166816	2.413	1.946	2006	02	15
D	RBbr	354	25037618	3.737	2.266	2006	02	16
D	RBbr	526	29656030	4.427	3.367	2006	02	17
D	RBbr	351	17006529	2.538	2.247	2006	02	18
D	RBbr	499	25906767	3.867	3.194	2006	02	19
D	RBbr	531	23577990	3.519	3.399	2006	02	20
D	RBbr	596	37819644	5.645	3.815	2006	02	21
D	RBbr	446	35927297	5.363	2.855	2006	02	22
D	RBbr	498	17349107	2.590	3.187	2006	02	23
D	RBbr	326	17641813	2.633	2.087	2006	02	24
D	RBbr	375	10712408	1.599	2.400	2006	02	25
D	RBbr	279	17478379	2.609	1.786	2006	02	26
D	RBbr	290	9639737	1.439	1.856	2006	02	27
D	RBbr	570	26103715	3.896	3.648	2006	02	28
D	*BT	P	2560	2006	02	03
h	RBbr	666	27623421	4.123	4.263	00
h	RBbr	378	29760415	4.442	2.419	01
h	RBbr	627	31721466	4.735	4.013	02
h	RBbr	321	27081528	4.042	2.055	03
h	RBbr	422	19432247	2.900	2.701	04
h	RBbr	603	22414793	3.346	3.859	05
h	RBbr	585	24972866	3.727	3.744	06
h	RBbr	910	24816490	3.704	5.824	07
h	RBbr	409	22584562	3.371	2.618	08
h	RBbr	1106	27664938	4.129	7.079	09
h	RBbr	433	17414875	2.599	2.771	10
h	RBbr	925	26008121	3.882	5.920	11
h	RBbr	762	25576038	3.818	4.877	12
h	RBbr	546	32897777	4.910	3.495	13
h	RBbr	1103	51711462	7.719	7.060	14
h	RBbr	570	23081971	3.445	3.648	15
h	RBbr	1000	37563144	5.607	6.400	16
h	RBbr	643	36555643	5.456	4.115	17
h	RBbr	645	31391753	4.686	4.128	18
h	RBbr	643	24219443	3.615	4.115	19
h	RBbr	407	19428671	2.900	2.605	20
h	RBbr	806	30762451	4.592	5.159	21
h	RBbr	608	31509209	4.703	3.891	22
h	RBbr	506	23770266	3.548	3.239	23
o	*f	1R	r
o	lRBbr	1	6997	267586514	39.940	44.784	.net (Networks)
o	lRBbr	1	4078	145163593	21.667	26.101	.com (Commercial)
o	lRBbr	2	65	7837866	1.170	0.416	aol.com (America Online)
o	lRBbr	1	1924	114406199	17.076	12.314	.edu (US Higher Education)
o	lRBbr	2	315	31858209	4.755	2.016	cwu.edu
o	lRBbr	2	544	22609117	3.375	3.482	umich.edu
o	lRBbr	3	382	17004371	2.538	2.445	engin.umich.edu
o	lRBbr	2	9	5476409	0.817	0.058	uconn.edu
o	lRBbr	2	79	5342236	0.797	0.506	uiowa.edu
o	lRBbr	2	103	4485997	0.670	0.659	boisestate.edu
o	lRBbr	2	49	4270531	0.637	0.314	pitt.edu
o	lRBbr	2	50	3822824	0.571	0.320	cmu.edu
o	lRBbr	1	1384	72782769	10.864	8.858	[unresolved numerical addresses]
o	lRBbr	1	118	4728716	0.706	0.755	.ca (Canada)
o	lRBbr	1	100	4574915	0.683	0.640	.de (Germany)
o	lRBbr	1	75	7822392	1.168	0.480	.it (Italy)
o	lRBbr	1	73	1354851	0.202	0.467	.nl (Netherlands)
o	lRBbr	1	73	1874343	0.280	0.467	.in (India)
o	lRBbr	1	67	1512397	0.226	0.429	.be (Belgium)
o	lRBbr	1	63	1958889	0.292	0.403	.uk (United Kingdom)
o	lRBbr	1	55	8637225	1.289	0.352	.jp (Japan)
o	lRBbr	1	55	3281675	0.490	0.352	.cz (Czech Republic)
o	lRBbr	1	54	1751908	0.261	0.346	.mil (US Military)
o	lRBbr	1	49	1931288	0.288	0.314	.br (Brazil)
o	lRBbr	1	34	1036964	0.155	0.218	.au (Australia)
o	lRBbr	1	32	453101	0.068	0.205	.dk (Denmark)
o	lRBbr	1	30	534427	0.080	0.192	.no (Norway)
o	lRBbr	1	29	4787952	0.715	0.186	.mx (Mexico)
o	lRBbr	1	29	3199866	0.478	0.186	[domain not given]
o	lRBbr	1	26	224215	0.033	0.166	.ph (Philippines)
o	lRBbr	1	26	1275553	0.190	0.166	.gov (US Government)
o	lRBbr	1	24	1265025	0.189	0.154	.fr (France)
o	lRBbr	1	22	1006248	0.150	0.141	.sg (Singapore)
o	lRBbr	1	21	1399434	0.209	0.134	.org (Non Profit Making Organizations)
o	lRBbr	1	19	3275818	0.489	0.122	.co (Colombia)
o	lRBbr	1	17	888481	0.133	0.109	.ve (Venezuela)
o	lRBbr	1	16	1930136	0.288	0.102	.es (Spain)
o	lRBbr	1	12	161289	0.024	0.077	.za (South Africa)
o	lRBbr	1	10	602165	0.090	0.064	.id (Indonesia)
o	lRBbr	1	9	58767	0.009	0.058	.fi (Finland)
o	lRBbr	1	9	2783230	0.415	0.058	.th (Thailand)
o	lRBbr	1	9	60499	0.009	0.058	.at (Austria)
o	lRBbr	1	8	455774	0.068	0.051	.hk (Hong Kong)
o	lRBbr	1	8	182016	0.027	0.051	.tr (Turkey)
o	lRBbr	1	8	49635	0.007	0.051	.ch (Switzerland)
o	lRBbr	1	6	40851	0.006	0.038	.ro (Romania)
o	lRBbr	1	6	45948	0.007	0.038	.se (Sweden)
o	lRBbr	1	6	2783850	0.416	0.038	.gr (Greece)
o	lRBbr	1	5	45448	0.007	0.032	.pl (Poland)
o	lRBbr	1	4	27715	0.004	0.026	.my (Malaysia)
o	lRBbr	1	4	30632	0.005	0.026	.lu (Luxembourg)
o	lRBbr	1	4	30632	0.005	0.026	.ee (Estonia)
o	lRBbr	1	4	367640	0.055	0.026	.ie (Ireland)
o	lRBbr	1	3	364559	0.054	0.019	.yu (Former Yugoslavia)
o	lRBbr	1	3	364408	0.054	0.019	.ru (Russia)
o	lRBbr	1	2	15316	0.002	0.013	.us (United States)
o	lRBbr	1	2	15316	0.002	0.013	.bg (Bulgaria)
o	lRBbr	1	2	15316	0.002	0.013	.hu (Hungary)
o	lRBbr	1	2	705114	0.105	0.013	.nz (New Zealand)
o	lRBbr	1	2	15316	0.002	0.013	.il (Israel)
o	lRBbr	1	2	15275	0.002	0.013	.ua (Ukraine)
o	lRBbr	1	1	15918	0.002	0.006	[unknown domain]
o	lRBbr	1	1	7904	0.001	0.006	.info (Informational)
o	lRBbr	1	1	56259	0.008	0.006	.pe (Peru)
o	lRBbr	1	1	1864	0.000	0.006	.tw (Taiwan)
S	*f	1R	r
S	RBbr	4086	58252638	8.695	26.152	7-9745.san2.attens.net
S	RBbr	590	21000332	3.135	3.776	msnbot.msn.com
S	RBbr	420	17942176	2.678	2.688	pcp08882696pcs.vnburn01.mi.comcast.net
S	RBbr	276	6812828	1.017	1.767	216.255.189.226-custblock.intercage.com
S	RBbr	237	2131393	0.318	1.517	81.181.14.18
S	RBbr	188	3878959	0.579	1.203	crawl-66-249-65-233.googlebot.com
S	RBbr	165	7247591	1.082	1.056	crawl-66-249-65-47.googlebot.com
S	RBbr	121	1553561	0.232	0.774	pool-71-113-233-54.herntx.dsl-w.verizon.net
S	RBbr	109	3356982	0.501	0.698	bgp996882bgs.nanarb01.mi.comcast.net
S	RBbr	103	4485997	0.670	0.659	matrixified.boisestate.edu
S	RBbr	83	1321534	0.197	0.531	durum1.uwaterloo.ca
